ID,Produto,Categoria,Preço,Quantidade,Data_Venda,Vendedor
4124,Produto C,Categoria 3,89.99,7,2034-04-16,Vendedor 3
4125,Produto A,Categoria 2,34.3,4,2034-04-17,Vendedor 3
4126,Produto B,Categoria 3,70.11,2,2034-04-18,Vendedor 1
4127,Produto B,Categoria 1,82.57,18,2034-04-19,Vendedor 1
4128,Produto B,Categoria 2,24.77,16,2034-04-20,Vendedor 2
4129,Produto A,Categoria 1,49.83,9,2034-04-21,Vendedor 3
4130,Produto B,Categoria 2,54.45,5,2034-04-22,Vendedor 3
4131,Produto A,Categoria 2,38.09,9,2034-04-23,Vendedor 1
4132,Produto A,Categoria 1,53.36,8,2034-04-24,Vendedor 1
4133,Produto C,Categoria 3,38.58,16,2034-04-25,Vendedor 2
4134,Produto B,Categoria 3,42.47,18,2034-04-26,Vendedor 2
4135,Produto A,Categoria 2,70.24,4,2034-04-27,Vendedor 1
4136,Produto B,Categoria 1,66.93,16,2034-04-28,Vendedor 3
4137,Produto B,Categoria 1,30.9,4,2034-04-29,Vendedor 2
4138,Produto C,Categoria 2,90.77,6,2034-04-30,Vendedor 1
4139,Produto B,Categoria 3,87.65,3,2034-05-01,Vendedor 1
4140,Produto C,Categoria 1,55.82,18,2034-05-02,Vendedor 1
4141,Produto A,Categoria 3,48.99,15,2034-05-03,Vendedor 3
4142,Produto B,Categoria 3,43.92,8,2034-05-04,Vendedor 1
4143,Produto A,Categoria 2,73.65,18,2034-05-05,Vendedor 1
4144,Produto B,Categoria 2,70.45,3,2034-05-06,Vendedor 3
4145,Produto A,Categoria 3,27.66,6,2034-05-07,Vendedor 1
4146,Produto B,Categoria 1,70.43,15,2034-05-08,Vendedor 1
4147,Produto B,Categoria 1,32.72,12,2034-05-09,Vendedor 2
4148,Produto B,Categoria 2,11.67,5,2034-05-10,Vendedor 1
4149,Produto B,Categoria 3,72.93,7,2034-05-11,Vendedor 3
4150,Produto B,Categoria 1,68.03,15,2034-05-12,Vendedor 2
4151,Produto B,Categoria 1,46.97,7,2034-05-13,Vendedor 1
4152,Produto B,Categoria 2,57.31,13,2034-05-14,Vendedor 3
4153,Produto B,Categoria 3,95.25,3,2034-05-15,Vendedor 1
4154,Produto B,Categoria 1,63.57,13,2034-05-16,Vendedor 2
4155,Produto A,Categoria 2,69.21,3,2034-05-17,Vendedor 3
4156,Produto C,Categoria 1,15.75,2,2034-05-18,Vendedor 2
4157,Produto B,Categoria 1,24.94,4,2034-05-19,Vendedor 3
4158,Produto C,Categoria 1,37.09,17,2034-05-20,Vendedor 3
4159,Produto B,Categoria 2,58.54,6,2034-05-21,Vendedor 1
4160,Produto B,Categoria 3,79.89,11,2034-05-22,Vendedor 3
4161,Produto A,Categoria 2,38.91,6,2034-05-23,Vendedor 3
4162,Produto A,Categoria 3,42.07,2,2034-05-24,Vendedor 1
4163,Produto C,Categoria 1,33.05,17,2034-05-25,Vendedor 3
4164,Produto A,Categoria 3,32.91,3,2034-05-26,Vendedor 3
4165,Produto A,Categoria 1,95.4,12,2034-05-27,Vendedor 3
4166,Produto C,Categoria 1,67.19,14,2034-05-28,Vendedor 3
4167,Produto A,Categoria 2,24.03,2,2034-05-29,Vendedor 1
4168,Produto B,Categoria 1,75.0,5,2034-05-30,Vendedor 1
4169,Produto C,Categoria 2,74.98,10,2034-05-31,Vendedor 2
4170,Produto C,Categoria 3,69.98,10,2034-06-01,Vendedor 3
4171,Produto B,Categoria 3,22.12,9,2034-06-02,Vendedor 1
4172,Produto A,Categoria 1,46.72,13,2034-06-03,Vendedor 3
4173,Produto C,Categoria 2,19.61,10,2034-06-04,Vendedor 1
4174,Produto C,Categoria 1,83.5,6,2034-06-05,Vendedor 2
4175,Produto B,Categoria 2,68.97,11,2034-06-06,Vendedor 3
4176,Produto B,Categoria 2,55.65,4,2034-06-07,Vendedor 2
4177,Produto A,Categoria 2,40.87,14,2034-06-08,Vendedor 2
4178,Produto C,Categoria 3,26.58,17,2034-06-09,Vendedor 2
4179,Produto A,Categoria 2,19.58,2,2034-06-10,Vendedor 1
4180,Produto A,Categoria 3,97.23,10,2034-06-11,Vendedor 3
4181,Produto B,Categoria 2,27.97,3,2034-06-12,Vendedor 1
4182,Produto C,Categoria 3,15.39,7,2034-06-13,Vendedor 1
4183,Produto C,Categoria 3,96.55,7,2034-06-14,Vendedor 3
4184,Produto C,Categoria 3,59.41,1,2034-06-15,Vendedor 3
4185,Produto B,Categoria 1,81.7,8,2034-06-16,Vendedor 3
4186,Produto B,Categoria 2,13.94,1,2034-06-17,Vendedor 3
4187,Produto B,Categoria 1,61.03,8,2034-06-18,Vendedor 1
4188,Produto B,Categoria 2,45.84,14,2034-06-19,Vendedor 3
4189,Produto B,Categoria 2,79.48,14,2034-06-20,Vendedor 3
4190,Produto C,Categoria 1,13.46,2,2034-06-21,Vendedor 3
4191,Produto A,Categoria 3,46.15,8,2034-06-22,Vendedor 2
4192,Produto C,Categoria 2,81.92,19,2034-06-23,Vendedor 3
4193,Produto A,Categoria 3,57.04,10,2034-06-24,Vendedor 3
4194,Produto B,Categoria 1,59.5,7,2034-06-25,Vendedor 1
4195,Produto A,Categoria 3,18.74,13,2034-06-26,Vendedor 2
4196,Produto C,Categoria 2,21.91,15,2034-06-27,Vendedor 1
4197,Produto C,Categoria 2,70.93,11,2034-06-28,Vendedor 2
4198,Produto A,Categoria 2,70.75,14,2034-06-29,Vendedor 1
4199,Produto B,Categoria 1,98.12,11,2034-06-30,Vendedor 1
4200,Produto B,Categoria 2,74.08,2,2034-07-01,Vendedor 3
4201,Produto C,Categoria 1,54.39,2,2034-07-02,Vendedor 3
4202,Produto A,Categoria 3,87.16,12,2034-07-03,Vendedor 2
4203,Produto B,Categoria 2,19.4,15,2034-07-04,Vendedor 2
4204,Produto B,Categoria 2,50.44,17,2034-07-05,Vendedor 2
4205,Produto C,Categoria 2,35.84,14,2034-07-06,Vendedor 3
4206,Produto B,Categoria 3,19.42,16,2034-07-07,Vendedor 1
4207,Produto A,Categoria 2,78.72,8,2034-07-08,Vendedor 2
4208,Produto C,Categoria 1,55.97,17,2034-07-09,Vendedor 3
4209,Produto C,Categoria 3,60.11,5,2034-07-10,Vendedor 3
4210,Produto A,Categoria 3,47.01,12,2034-07-11,Vendedor 1
4211,Produto C,Categoria 3,51.43,6,2034-07-12,Vendedor 1
4212,Produto B,Categoria 3,20.44,18,2034-07-13,Vendedor 3
4213,Produto B,Categoria 3,70.56,5,2034-07-14,Vendedor 1
4214,Produto A,Categoria 1,48.92,6,2034-07-15,Vendedor 1
4215,Produto B,Categoria 3,83.51,9,2034-07-16,Vendedor 3
4216,Produto A,Categoria 2,27.67,15,2034-07-17,Vendedor 2
4217,Produto A,Categoria 3,28.45,10,2034-07-18,Vendedor 2
4218,Produto B,Categoria 3,68.12,17,2034-07-19,Vendedor 3
4219,Produto A,Categoria 3,86.14,19,2034-07-20,Vendedor 2
4220,Produto B,Categoria 3,52.5,12,2034-07-21,Vendedor 3
4221,Produto C,Categoria 3,75.43,9,2034-07-22,Vendedor 3
4222,Produto C,Categoria 1,99.94,15,2034-07-23,Vendedor 1
4223,Produto A,Categoria 1,99.12,14,2034-07-24,Vendedor 2
4224,Produto B,Categoria 3,76.99,1,2034-07-25,Vendedor 3
4225,Produto B,Categoria 1,76.56,17,2034-07-26,Vendedor 2
4226,Produto C,Categoria 2,32.29,1,2034-07-27,Vendedor 2
4227,Produto C,Categoria 3,85.02,13,2034-07-28,Vendedor 2
4228,Produto B,Categoria 2,46.46,8,2034-07-29,Vendedor 3
4229,Produto A,Categoria 2,96.58,13,2034-07-30,Vendedor 1
4230,Produto C,Categoria 3,17.33,16,2034-07-31,Vendedor 2
4231,Produto A,Categoria 2,49.23,2,2034-08-01,Vendedor 3
4232,Produto A,Categoria 2,60.03,13,2034-08-02,Vendedor 2
4233,Produto C,Categoria 2,46.46,18,2034-08-03,Vendedor 1
4234,Produto A,Categoria 3,28.95,3,2034-08-04,Vendedor 2
4235,Produto A,Categoria 3,63.37,13,2034-08-05,Vendedor 3
4236,Produto B,Categoria 2,78.03,19,2034-08-06,Vendedor 2
4237,Produto A,Categoria 3,68.04,13,2034-08-07,Vendedor 2
4238,Produto B,Categoria 3,31.1,19,2034-08-08,Vendedor 2
4239,Produto C,Categoria 2,75.84,4,2034-08-09,Vendedor 1
4240,Produto C,Categoria 3,33.12,19,2034-08-10,Vendedor 2
4241,Produto B,Categoria 1,25.77,18,2034-08-11,Vendedor 3
4242,Produto C,Categoria 3,72.16,6,2034-08-12,Vendedor 2
4243,Produto A,Categoria 1,85.85,19,2034-08-13,Vendedor 2
4244,Produto A,Categoria 2,53.34,4,2034-08-14,Vendedor 2
4245,Produto A,Categoria 3,57.83,4,2034-08-15,Vendedor 1
4246,Produto C,Categoria 2,37.25,7,2034-08-16,Vendedor 3
4247,Produto A,Categoria 2,54.52,7,2034-08-17,Vendedor 2
4248,Produto C,Categoria 2,21.88,16,2034-08-18,Vendedor 3
4249,Produto A,Categoria 2,96.02,16,2034-08-19,Vendedor 3
4250,Produto B,Categoria 2,82.03,5,2034-08-20,Vendedor 1
4251,Produto C,Categoria 3,70.12,15,2034-08-21,Vendedor 3
4252,Produto C,Categoria 1,58.44,4,2034-08-22,Vendedor 2
4253,Produto A,Categoria 3,81.3,13,2034-08-23,Vendedor 1
4254,Produto C,Categoria 3,54.53,19,2034-08-24,Vendedor 1
4255,Produto C,Categoria 3,37.0,7,2034-08-25,Vendedor 3
4256,Produto B,Categoria 3,24.43,12,2034-08-26,Vendedor 1
4257,Produto B,Categoria 1,68.28,9,2034-08-27,Vendedor 3
4258,Produto A,Categoria 3,93.65,17,2034-08-28,Vendedor 3
4259,Produto B,Categoria 2,23.83,2,2034-08-29,Vendedor 1
4260,Produto A,Categoria 3,26.2,16,2034-08-30,Vendedor 2
4261,Produto A,Categoria 3,49.02,7,2034-08-31,Vendedor 3
4262,Produto A,Categoria 1,82.62,18,2034-09-01,Vendedor 1
4263,Produto C,Categoria 1,36.45,7,2034-09-02,Vendedor 1
4264,Produto B,Categoria 2,32.85,1,2034-09-03,Vendedor 3
4265,Produto A,Categoria 3,65.8,3,2034-09-04,Vendedor 3
4266,Produto B,Categoria 3,58.21,11,2034-09-05,Vendedor 3
4267,Produto A,Categoria 3,15.42,15,2034-09-06,Vendedor 3
4268,Produto B,Categoria 2,17.33,3,2034-09-07,Vendedor 2
4269,Produto B,Categoria 1,67.87,13,2034-09-08,Vendedor 2
4270,Produto A,Categoria 2,51.86,4,2034-09-09,Vendedor 2
4271,Produto C,Categoria 3,97.39,8,2034-09-10,Vendedor 2
4272,Produto B,Categoria 1,71.07,4,2034-09-11,Vendedor 1
4273,Produto C,Categoria 1,10.91,18,2034-09-12,Vendedor 3
4274,Produto C,Categoria 2,53.29,7,2034-09-13,Vendedor 1
4275,Produto A,Categoria 1,47.3,11,2034-09-14,Vendedor 1
4276,Produto A,Categoria 1,19.6,4,2034-09-15,Vendedor 2
4277,Produto A,Categoria 3,93.09,13,2034-09-16,Vendedor 1
4278,Produto B,Categoria 3,82.45,9,2034-09-17,Vendedor 2
4279,Produto A,Categoria 1,30.71,9,2034-09-18,Vendedor 3
4280,Produto A,Categoria 1,33.04,19,2034-09-19,Vendedor 2
4281,Produto B,Categoria 2,12.88,3,2034-09-20,Vendedor 3
4282,Produto B,Categoria 2,36.7,12,2034-09-21,Vendedor 2
4283,Produto A,Categoria 1,62.62,11,2034-09-22,Vendedor 1
4284,Produto A,Categoria 3,47.88,11,2034-09-23,Vendedor 1
4285,Produto A,Categoria 1,97.23,17,2034-09-24,Vendedor 2
4286,Produto A,Categoria 1,15.05,14,2034-09-25,Vendedor 3
4287,Produto C,Categoria 3,63.23,16,2034-09-26,Vendedor 3
4288,Produto C,Categoria 3,87.25,10,2034-09-27,Vendedor 2
4289,Produto A,Categoria 2,53.27,4,2034-09-28,Vendedor 1
4290,Produto C,Categoria 2,10.27,10,2034-09-29,Vendedor 3
4291,Produto B,Categoria 2,31.85,12,2034-09-30,Vendedor 2
4292,Produto C,Categoria 2,39.14,9,2034-10-01,Vendedor 3
4293,Produto C,Categoria 3,96.94,15,2034-10-02,Vendedor 1
4294,Produto A,Categoria 1,92.06,9,2034-10-03,Vendedor 3
4295,Produto C,Categoria 2,95.43,7,2034-10-04,Vendedor 2
4296,Produto C,Categoria 2,84.32,12,2034-10-05,Vendedor 3
4297,Produto C,Categoria 3,41.65,14,2034-10-06,Vendedor 3
4298,Produto C,Categoria 3,91.53,16,2034-10-07,Vendedor 1
4299,Produto B,Categoria 1,98.35,19,2034-10-08,Vendedor 1
4300,Produto A,Categoria 1,41.51,3,2034-10-09,Vendedor 1
4301,Produto A,Categoria 3,33.45,11,2034-10-10,Vendedor 1
4302,Produto B,Categoria 2,59.22,19,2034-10-11,Vendedor 2
4303,Produto C,Categoria 2,26.84,8,2034-10-12,Vendedor 3
4304,Produto B,Categoria 2,12.94,8,2034-10-13,Vendedor 3
4305,Produto C,Categoria 1,95.12,3,2034-10-14,Vendedor 3
4306,Produto B,Categoria 2,93.32,10,2034-10-15,Vendedor 3
4307,Produto A,Categoria 2,24.64,13,2034-10-16,Vendedor 2
4308,Produto A,Categoria 3,46.7,9,2034-10-17,Vendedor 1
4309,Produto A,Categoria 2,84.79,6,2034-10-18,Vendedor 3
4310,Produto C,Categoria 3,69.49,15,2034-10-19,Vendedor 3
4311,Produto C,Categoria 2,45.53,16,2034-10-20,Vendedor 1
4312,Produto B,Categoria 1,76.98,5,2034-10-21,Vendedor 1
4313,Produto B,Categoria 2,90.73,13,2034-10-22,Vendedor 3
4314,Produto A,Categoria 2,93.35,19,2034-10-23,Vendedor 1
4315,Produto C,Categoria 3,44.1,2,2034-10-24,Vendedor 3
4316,Produto B,Categoria 3,25.62,6,2034-10-25,Vendedor 3
4317,Produto C,Categoria 3,92.16,1,2034-10-26,Vendedor 3
4318,Produto C,Categoria 2,18.33,15,2034-10-27,Vendedor 3
4319,Produto A,Categoria 2,74.95,15,2034-10-28,Vendedor 3
4320,Produto A,Categoria 1,22.64,14,2034-10-29,Vendedor 3
4321,Produto C,Categoria 2,45.04,7,2034-10-30,Vendedor 1
4322,Produto C,Categoria 1,47.04,5,2034-10-31,Vendedor 2
4323,Produto C,Categoria 3,24.29,16,2034-11-01,Vendedor 2
4324,Produto C,Categoria 3,93.04,17,2034-11-02,Vendedor 3
4325,Produto A,Categoria 3,10.24,11,2034-11-03,Vendedor 1
4326,Produto B,Categoria 1,90.44,15,2034-11-04,Vendedor 3
4327,Produto A,Categoria 2,89.54,16,2034-11-05,Vendedor 1
4328,Produto B,Categoria 3,38.53,3,2034-11-06,Vendedor 3
4329,Produto C,Categoria 2,73.39,6,2034-11-07,Vendedor 3
4330,Produto B,Categoria 2,32.75,13,2034-11-08,Vendedor 2
4331,Produto A,Categoria 3,78.29,1,2034-11-09,Vendedor 1
4332,Produto A,Categoria 1,60.5,14,2034-11-10,Vendedor 1
4333,Produto C,Categoria 2,37.02,2,2034-11-11,Vendedor 2
4334,Produto A,Categoria 3,46.02,2,2034-11-12,Vendedor 2
4335,Produto C,Categoria 2,72.09,15,2034-11-13,Vendedor 2
4336,Produto A,Categoria 2,91.55,18,2034-11-14,Vendedor 2
4337,Produto A,Categoria 2,21.77,9,2034-11-15,Vendedor 1
4338,Produto C,Categoria 2,61.42,3,2034-11-16,Vendedor 1
4339,Produto B,Categoria 2,32.84,4,2034-11-17,Vendedor 2
4340,Produto A,Categoria 1,82.12,15,2034-11-18,Vendedor 3
4341,Produto B,Categoria 1,16.32,5,2034-11-19,Vendedor 3
4342,Produto A,Categoria 3,72.01,5,2034-11-20,Vendedor 3
4343,Produto A,Categoria 1,25.75,10,2034-11-21,Vendedor 3
4344,Produto A,Categoria 1,63.67,16,2034-11-22,Vendedor 1
4345,Produto A,Categoria 1,85.21,12,2034-11-23,Vendedor 1
4346,Produto B,Categoria 2,77.96,14,2034-11-24,Vendedor 1
4347,Produto B,Categoria 2,77.76,11,2034-11-25,Vendedor 3
4348,Produto A,Categoria 3,56.61,19,2034-11-26,Vendedor 2
4349,Produto A,Categoria 3,90.17,6,2034-11-27,Vendedor 3
4350,Produto B,Categoria 3,62.93,10,2034-11-28,Vendedor 1
4351,Produto C,Categoria 2,92.58,3,2034-11-29,Vendedor 3
4352,Produto C,Categoria 1,59.19,15,2034-11-30,Vendedor 2
4353,Produto B,Categoria 1,55.54,11,2034-12-01,Vendedor 2
4354,Produto A,Categoria 2,30.01,2,2034-12-02,Vendedor 3
4355,Produto A,Categoria 3,59.03,6,2034-12-03,Vendedor 1
4356,Produto C,Categoria 3,22.65,17,2034-12-04,Vendedor 1
4357,Produto C,Categoria 3,88.27,18,2034-12-05,Vendedor 1
4358,Produto B,Categoria 2,70.83,4,2034-12-06,Vendedor 3
4359,Produto C,Categoria 3,99.43,9,2034-12-07,Vendedor 1
4360,Produto B,Categoria 3,18.29,10,2034-12-08,Vendedor 3
4361,Produto C,Categoria 2,31.66,2,2034-12-09,Vendedor 1
4362,Produto C,Categoria 1,88.94,11,2034-12-10,Vendedor 2
4363,Produto C,Categoria 2,45.57,11,2034-12-11,Vendedor 2
4364,Produto A,Categoria 2,51.97,11,2034-12-12,Vendedor 1
4365,Produto A,Categoria 2,87.46,1,2034-12-13,Vendedor 3
4366,Produto A,Categoria 2,56.96,14,2034-12-14,Vendedor 1
4367,Produto C,Categoria 1,27.41,1,2034-12-15,Vendedor 3
4368,Produto B,Categoria 3,90.28,9,2034-12-16,Vendedor 2
4369,Produto B,Categoria 2,12.8,1,2034-12-17,Vendedor 3
4370,Produto B,Categoria 1,90.59,4,2034-12-18,Vendedor 1
4371,Produto B,Categoria 3,14.55,1,2034-12-19,Vendedor 2
4372,Produto A,Categoria 3,69.93,19,2034-12-20,Vendedor 3
4373,Produto A,Categoria 3,16.45,10,2034-12-21,Vendedor 3
4374,Produto C,Categoria 2,73.56,15,2034-12-22,Vendedor 2
4375,Produto C,Categoria 2,13.06,4,2034-12-23,Vendedor 1
4376,Produto B,Categoria 3,85.82,14,2034-12-24,Vendedor 2
4377,Produto A,Categoria 3,51.93,5,2034-12-25,Vendedor 1
4378,Produto B,Categoria 3,18.41,15,2034-12-26,Vendedor 1
4379,Produto C,Categoria 3,73.61,15,2034-12-27,Vendedor 3
4380,Produto C,Categoria 3,54.04,16,2034-12-28,Vendedor 1
4381,Produto B,Categoria 3,27.19,16,2034-12-29,Vendedor 1
4382,Produto C,Categoria 1,11.41,4,2034-12-30,Vendedor 2
4383,Produto B,Categoria 3,47.62,9,2034-12-31,Vendedor 2
4384,Produto A,Categoria 2,17.71,1,2035-01-01,Vendedor 1
4385,Produto B,Categoria 2,18.48,5,2035-01-02,Vendedor 3
4386,Produto A,Categoria 2,34.06,9,2035-01-03,Vendedor 2
4387,Produto A,Categoria 3,66.74,5,2035-01-04,Vendedor 3
4388,Produto C,Categoria 2,57.69,4,2035-01-05,Vendedor 2
4389,Produto C,Categoria 1,16.21,16,2035-01-06,Vendedor 2
4390,Produto C,Categoria 3,97.16,2,2035-01-07,Vendedor 1
4391,Produto B,Categoria 2,89.85,16,2035-01-08,Vendedor 2
4392,Produto B,Categoria 1,33.33,18,2035-01-09,Vendedor 2
4393,Produto C,Categoria 1,21.01,2,2035-01-10,Vendedor 3
4394,Produto B,Categoria 2,94.82,16,2035-01-11,Vendedor 2
4395,Produto C,Categoria 1,51.5,1,2035-01-12,Vendedor 2
4396,Produto B,Categoria 2,38.01,16,2035-01-13,Vendedor 3
4397,Produto A,Categoria 1,54.13,3,2035-01-14,Vendedor 1
4398,Produto A,Categoria 3,79.55,15,2035-01-15,Vendedor 1
4399,Produto C,Categoria 3,25.15,11,2035-01-16,Vendedor 2
4400,Produto B,Categoria 3,79.07,10,2035-01-17,Vendedor 2
4401,Produto B,Categoria 3,77.45,17,2035-01-18,Vendedor 3
4402,Produto A,Categoria 3,58.54,4,2035-01-19,Vendedor 1
4403,Produto A,Categoria 2,87.93,17,2035-01-20,Vendedor 1
4404,Produto C,Categoria 3,21.89,4,2035-01-21,Vendedor 1
4405,Produto A,Categoria 3,63.59,19,2035-01-22,Vendedor 3
4406,Produto C,Categoria 3,50.44,1,2035-01-23,Vendedor 3
4407,Produto A,Categoria 3,48.01,14,2035-01-24,Vendedor 3
4408,Produto A,Categoria 1,32.73,11,2035-01-25,Vendedor 2
4409,Produto B,Categoria 3,43.51,7,2035-01-26,Vendedor 1
4410,Produto A,Categoria 3,19.73,17,2035-01-27,Vendedor 2
4411,Produto A,Categoria 2,32.64,4,2035-01-28,Vendedor 2
4412,Produto C,Categoria 1,34.48,10,2035-01-29,Vendedor 3
4413,Produto A,Categoria 2,74.86,17,2035-01-30,Vendedor 1
4414,Produto C,Categoria 3,14.37,4,2035-01-31,Vendedor 2
4415,Produto A,Categoria 2,68.61,19,2035-02-01,Vendedor 1
4416,Produto A,Categoria 2,29.93,18,2035-02-02,Vendedor 2
4417,Produto C,Categoria 3,17.37,17,2035-02-03,Vendedor 3
4418,Produto B,Categoria 1,37.07,6,2035-02-04,Vendedor 2
4419,Produto C,Categoria 1,30.2,7,2035-02-05,Vendedor 3
4420,Produto C,Categoria 2,59.68,6,2035-02-06,Vendedor 1
4421,Produto C,Categoria 3,42.16,12,2035-02-07,Vendedor 2
4422,Produto B,Categoria 2,96.94,9,2035-02-08,Vendedor 2
4423,Produto A,Categoria 2,96.72,18,2035-02-09,Vendedor 3
4424,Produto C,Categoria 2,49.93,2,2035-02-10,Vendedor 3
4425,Produto C,Categoria 3,81.56,17,2035-02-11,Vendedor 1
4426,Produto B,Categoria 3,11.19,1,2035-02-12,Vendedor 3
4427,Produto C,Categoria 1,59.3,9,2035-02-13,Vendedor 1
4428,Produto A,Categoria 3,76.9,6,2035-02-14,Vendedor 2
4429,Produto B,Categoria 2,29.52,2,2035-02-15,Vendedor 1
4430,Produto A,Categoria 2,15.51,6,2035-02-16,Vendedor 1
4431,Produto A,Categoria 1,24.03,9,2035-02-17,Vendedor 1
4432,Produto B,Categoria 3,49.77,3,2035-02-18,Vendedor 2
4433,Produto C,Categoria 2,55.57,16,2035-02-19,Vendedor 2
4434,Produto A,Categoria 1,44.28,15,2035-02-20,Vendedor 3
4435,Produto A,Categoria 1,49.6,12,2035-02-21,Vendedor 1
4436,Produto A,Categoria 2,52.32,8,2035-02-22,Vendedor 2
4437,Produto A,Categoria 2,79.25,6,2035-02-23,Vendedor 1
4438,Produto B,Categoria 3,19.47,3,2035-02-24,Vendedor 1
4439,Produto B,Categoria 1,79.21,4,2035-02-25,Vendedor 1
4440,Produto A,Categoria 2,71.98,10,2035-02-26,Vendedor 2
4441,Produto C,Categoria 1,76.75,14,2035-02-27,Vendedor 1
4442,Produto A,Categoria 3,76.1,15,2035-02-28,Vendedor 1
4443,Produto C,Categoria 2,52.35,7,2035-03-01,Vendedor 3
4444,Produto A,Categoria 3,29.03,7,2035-03-02,Vendedor 1
4445,Produto C,Categoria 1,58.3,8,2035-03-03,Vendedor 3
4446,Produto A,Categoria 3,96.22,10,2035-03-04,Vendedor 1
4447,Produto C,Categoria 3,62.97,19,2035-03-05,Vendedor 3
4448,Produto A,Categoria 1,10.99,19,2035-03-06,Vendedor 2
4449,Produto A,Categoria 3,15.37,2,2035-03-07,Vendedor 2
4450,Produto C,Categoria 1,99.36,15,2035-03-08,Vendedor 1
4451,Produto B,Categoria 2,16.48,1,2035-03-09,Vendedor 3
4452,Produto C,Categoria 1,14.14,10,2035-03-10,Vendedor 2
4453,Produto B,Categoria 1,41.77,6,2035-03-11,Vendedor 1
4454,Produto A,Categoria 2,97.24,13,2035-03-12,Vendedor 1
4455,Produto C,Categoria 1,38.68,10,2035-03-13,Vendedor 3
4456,Produto C,Categoria 2,46.89,12,2035-03-14,Vendedor 3
4457,Produto C,Categoria 2,67.07,6,2035-03-15,Vendedor 1
4458,Produto B,Categoria 1,12.17,6,2035-03-16,Vendedor 3
4459,Produto B,Categoria 3,90.8,1,2035-03-17,Vendedor 3
4460,Produto A,Categoria 3,56.75,12,2035-03-18,Vendedor 2
4461,Produto B,Categoria 2,52.01,10,2035-03-19,Vendedor 3
4462,Produto B,Categoria 3,87.47,14,2035-03-20,Vendedor 1
4463,Produto A,Categoria 3,95.78,15,2035-03-21,Vendedor 3
4464,Produto C,Categoria 1,48.11,4,2035-03-22,Vendedor 1
4465,Produto C,Categoria 2,25.52,1,2035-03-23,Vendedor 1
4466,Produto A,Categoria 2,83.41,8,2035-03-24,Vendedor 3
4467,Produto C,Categoria 1,46.29,3,2035-03-25,Vendedor 3
4468,Produto B,Categoria 3,94.2,14,2035-03-26,Vendedor 3
4469,Produto A,Categoria 2,95.49,17,2035-03-27,Vendedor 2
4470,Produto A,Categoria 3,20.33,2,2035-03-28,Vendedor 2
4471,Produto A,Categoria 2,96.09,15,2035-03-29,Vendedor 3
4472,Produto C,Categoria 2,43.14,6,2035-03-30,Vendedor 1
4473,Produto A,Categoria 2,68.16,5,2035-03-31,Vendedor 3
4474,Produto A,Categoria 2,13.13,14,2035-04-01,Vendedor 2
4475,Produto A,Categoria 3,90.0,19,2035-04-02,Vendedor 2
4476,Produto C,Categoria 3,67.74,9,2035-04-03,Vendedor 3
4477,Produto B,Categoria 3,67.92,8,2035-04-04,Vendedor 1
4478,Produto A,Categoria 3,91.2,3,2035-04-05,Vendedor 1
4479,Produto B,Categoria 1,55.75,18,2035-04-06,Vendedor 2
4480,Produto C,Categoria 2,46.95,8,2035-04-07,Vendedor 2
4481,Produto C,Categoria 2,87.95,16,2035-04-08,Vendedor 2
4482,Produto C,Categoria 2,76.82,15,2035-04-09,Vendedor 1
4483,Produto C,Categoria 1,95.41,15,2035-04-10,Vendedor 2
4484,Produto B,Categoria 3,94.61,16,2035-04-11,Vendedor 2
4485,Produto A,Categoria 2,44.41,1,2035-04-12,Vendedor 1
4486,Produto C,Categoria 3,50.23,10,2035-04-13,Vendedor 2
4487,Produto C,Categoria 3,33.04,19,2035-04-14,Vendedor 2
4488,Produto B,Categoria 1,69.46,5,2035-04-15,Vendedor 3
4489,Produto B,Categoria 1,42.81,18,2035-04-16,Vendedor 2
4490,Produto C,Categoria 3,80.75,3,2035-04-17,Vendedor 3
4491,Produto A,Categoria 2,20.94,4,2035-04-18,Vendedor 2
4492,Produto A,Categoria 2,20.48,4,2035-04-19,Vendedor 2
4493,Produto C,Categoria 1,28.4,11,2035-04-20,Vendedor 3
4494,Produto B,Categoria 1,17.59,9,2035-04-21,Vendedor 2
4495,Produto C,Categoria 1,65.8,1,2035-04-22,Vendedor 3
4496,Produto C,Categoria 1,23.26,16,2035-04-23,Vendedor 2
4497,Produto B,Categoria 1,24.4,9,2035-04-24,Vendedor 3
4498,Produto C,Categoria 1,11.28,11,2035-04-25,Vendedor 3
4499,Produto C,Categoria 1,80.39,6,2035-04-26,Vendedor 2
4500,Produto C,Categoria 2,83.11,17,2035-04-27,Vendedor 2
4501,Produto B,Categoria 1,24.58,12,2035-04-28,Vendedor 3
4502,Produto A,Categoria 1,76.56,8,2035-04-29,Vendedor 1
4503,Produto A,Categoria 2,49.02,16,2035-04-30,Vendedor 2
4504,Produto B,Categoria 2,31.56,5,2035-05-01,Vendedor 2
4505,Produto A,Categoria 3,65.92,1,2035-05-02,Vendedor 1
4506,Produto C,Categoria 1,26.06,17,2035-05-03,Vendedor 1
4507,Produto A,Categoria 1,78.12,8,2035-05-04,Vendedor 3
4508,Produto C,Categoria 1,14.29,10,2035-05-05,Vendedor 2
4509,Produto A,Categoria 1,96.32,18,2035-05-06,Vendedor 3
4510,Produto B,Categoria 3,16.47,15,2035-05-07,Vendedor 2
